Id	Size_fraction	Kingdom	Supergroup	Phylum	Class	Order	Family	Genus	Genus_revised_for_PIDA	Species
bp_ASV_000069	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	HIMB11	HIMB11	uncultured_bacterium
bn_ASV_000212	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	HIMB11	HIMB11	uncultured_bacterium
bn_ASV_000162	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonadaceae_X	Hyphomonadaceae_X	uncultured_bacterium
bn_ASV_000126	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas	Hyphomonas	Hyphomonas_sp._L-53-1-40
bn_ASV_000618	nano	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacteraceae_X	Ilumatobacteraceae_X	uncultured_bacterium
bn_ASV_000511	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	IS-44	IS-44	uncultured_bacterium
bp_ASV_000511	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	IS-44	IS-44	uncultured_bacterium
bn_ASV_000056	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodovibrionales	Kiloniellaceae	Kiloniella	Kiloniella	Kiloniella_laminariae
bn_ASV_000269	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodovibrionales	Kiloniellaceae	Kiloniella	Kiloniella	Kiloniella_laminariae
bp_ASV_000056	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodovibrionales	Kiloniellaceae	Kiloniella	Kiloniella	Kiloniella_laminariae
bn_ASV_000028	nano	Bacteria	Verrucomicrobia	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Lentimonas	Lentimonas	seawater_metagenome
bp_ASV_000028	pico	Bacteria	Verrucomicrobia	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Lentimonas	Lentimonas	seawater_metagenome
bn_ASV_000249	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Litoricolaceae	Litoricola	Litoricola	uncultured_gamma_proteobacterium_CHAB-III-7
bn_ASV_000303	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Litoricolaceae	Litoricola	Litoricola	uncultured_bacterium
bn_ASV_000723	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Litoricolaceae	Litoricola	Litoricola	uncultured_bacterium
bn_ASV_000299	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Litoricolaceae	Litoricola	Litoricola	uncultured_bacterium
bn_ASV_000121	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Loktanella	Loktanella	uncultured_alpha_proteobacterium
bn_ASV_000692	nano	Bacteria	Nitrospinae	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	LS-NOB	LS-NOB	uncultured_proteobacterium
bn_ASV_001044	nano	Bacteria	Nitrospinae	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	LS-NOB	LS-NOB	uncultured_Desulfobacterales_bacterium_HF0200_07G10
bn_ASV_000525	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospiraceae_X	Magnetospiraceae_X	uncultured_bacterium
bn_ASV_000846	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospiraceae_X	Magnetospiraceae_X	uncultured_bacterium
bn_ASV_000128	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Marinobacteraceae	Marinobacter	Marinobacter	uncultured_bacterium
bn_ASV_000367	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Marinoscillum	Marinoscillum	marine_metagenome
bn_ASV_000816	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Marinoscillum	Marinoscillum	uncultured_marine_bacterium
bp_ASV_000367	pico	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Marinoscillum	Marinoscillum	marine_metagenome
bn_ASV_000718	nano	Bacteria	Verrucomicrobia	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	MB11C04_marine_group	MB11C04_marine_group	uncultured_marine_bacterium
bn_ASV_000401	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium	Methylobacterium	uncultured_bacterium
bn_ASV_000750	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium	Methylobacterium	uncultured_bacterium
bn_ASV_000454	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Methylophilaceae	Methylophilaceae_OM43	Methylophilaceae_OM43	marine_metagenome
bn_ASV_000734	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Methylophilaceae	Methylophilaceae_OM43	Methylophilaceae_OM43	Methylophilaceae_bacterium_NB0095
bp_ASV_000454	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Methylophilaceae	Methylophilaceae_OM43	Methylophilaceae_OM43	marine_metagenome
bn_ASV_000216	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionales_X	Micavibrionales_X	Micavibrionales_X	uncultured_alpha_proteobacterium
bp_ASV_000216	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionales_X	Micavibrionales_X	Micavibrionales_X	uncultured_alpha_proteobacterium
bn_ASV_000436	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionales_X	Micavibrionales_X	Micavibrionales_X	uncultured_alpha_proteobacterium
bn_ASV_000788	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	MWH-UniP1_aquatic_group	MWH-UniP1_aquatic_group	uncultured_bacterium
bn_ASV_000071	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Nereida	Nereida	Nereida_ignava
bp_ASV_000071	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Nereida	Nereida	Nereida_ignava
bn_ASV_000102	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	Nisaeaceae	Nisaeaceae_OM75	Nisaeaceae_OM75	uncultured_bacterium
bp_ASV_000102	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	Nisaeaceae	Nisaeaceae_OM75	Nisaeaceae_OM75	uncultured_bacterium
bn_ASV_000320	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	Nisaeaceae	Nisaeaceae_OM75	Nisaeaceae_OM75	marine_metagenome
bn_ASV_000191	nano	Bacteria	Actinobacteria	Actinobacteria_X	Actinobacteria_X	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides	Nocardioides_sp._REDSEA-S34_B5
bn_ASV_000369	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Octadecabacter	Octadecabacter	Octadecabacter_sp._LPB0143
bn_ASV_000519	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oleiphilaceae	Oleiphilus	Oleiphilus	uncultured_bacterium_AD12-E7
bn_ASV_000406	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	Parvibaculaceae	Parvibaculaceae_X	Parvibaculaceae_X	uncultured_alpha_proteobacterium
bp_ASV_000406	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	Parvibaculaceae	Parvibaculaceae_X	Parvibaculaceae_X	uncultured_alpha_proteobacterium
bn_ASV_000037	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	Parvibaculales_OCS116	Parvibaculales_OCS116	Parvibaculales_OCS116	uncultured_bacterium
bn_ASV_000290	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	Parvibaculales_OCS116	Parvibaculales_OCS116	Parvibaculales_OCS116	uncultured_marine_bacterium
bp_ASV_000037	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	Parvibaculales_OCS116	Parvibaculales_OCS116	Parvibaculales_OCS116	uncultured_bacterium
bp_ASV_000290	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	Parvibaculales_OCS116	Parvibaculales_OCS116	Parvibaculales_OCS116	uncultured_marine_bacterium
bn_ASV_000156	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	Parvibaculales_PS1	Parvibaculales_PS1	Parvibaculales_PS1	uncultured_bacterium
bp_ASV_000156	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	Parvibaculales_PS1	Parvibaculales_PS1	Parvibaculales_PS1	uncultured_bacterium
bn_ASV_000298	nano	Bacteria	Verrucomicrobia	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Pelagicoccus	Pelagicoccus	uncultured_bacterium
bn_ASV_000442	nano	Bacteria	Verrucomicrobia	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Pelagicoccus	Pelagicoccus	uncultured_marine_bacterium
bn_ASV_000586	nano	Bacteria	Verrucomicrobia	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Pelagicoccus	Pelagicoccus	uncultured_bacterium
bn_ASV_000439	nano	Bacteria	Verrucomicrobia	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Persicirhabdus	Persicirhabdus	uncultured_bacterium
bn_ASV_000971	nano	Bacteria	Planctomycetes	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pirellulaceae_X	Pirellulaceae_X	uncultured_planctomycete
bn_ASV_000921	nano	Bacteria	Planctomycetes	Planctomycetes	Planctomycetacia	Planctomycetes_OM190	Planctomycetes_OM190	Planctomycetes_OM190	Planctomycetes_OM190	uncultured_bacterium
bn_ASV_000033	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktomarina	Planktomarina	uncultured_bacterium
bp_ASV_000033	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktomarina	Planktomarina	uncultured_bacterium
bn_ASV_000187	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter_2	Polaribacter_2	uncultured_Bacteroidetes_bacterium
bn_ASV_000131	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Polycyclovorans	Polycyclovorans	uncultured_Solimonas_sp
bn_ASV_000545	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	Porticoccus	Porticoccus	uncultured_bacterium
bn_ASV_000018	nano	Bacteria	Cyanobacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313	Prochlorococcus	uncultured_marine_cyanobacterium
bp_ASV_000018	pico	Bacteria	Cyanobacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313	Prochlorococcus	uncultured_marine_cyanobacterium
bn_ASV_000176	nano	Bacteria	Cyanobacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313	Prochlorococcus	uncultured_marine_cyanobacterium
bn_ASV_000267	nano	Bacteria	Cyanobacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313	Prochlorococcus	uncultured_marine_cyanobacterium
bn_ASV_000129	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas	uncultured_Pseudoalteromonas_sp
bp_ASV_000129	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas	uncultured_Pseudoalteromonas_sp
bn_ASV_000285	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella	Pseudohongiella	uncultured_bacterium
bn_ASV_000135	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella	Pseudohongiella	uncultured_marine_bacterium
bn_ASV_000457	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella	Pseudohongiella	uncultured_bacterium
bn_ASV_000556	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella	Pseudohongiella	uncultured_bacterium
bn_ASV_000403	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella	Pseudohongiella	uncultured_bacterium
bp_ASV_000285	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella	Pseudohongiella	uncultured_bacterium
bp_ASV_000135	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella	Pseudohongiella	uncultured_marine_bacterium
bn_ASV_002476	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella	Pseudohongiella	uncultured_marine_bacterium
bp_ASV_000457	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella	Pseudohongiella	uncultured_bacterium
bn_ASV_000202	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter	uncultured_Psychrobacter_sp
bn_ASV_000203	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter	uncultured_Psychrobacter_sp
bn_ASV_000286	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter	Psychrobacter_sp._TB15
bn_ASV_001357	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter	unidentified_marine_bacterioplankton
bn_ASV_000032	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales_SAR116	Puniceispirillales_SAR116	Puniceispirillales_SAR116	uncultured_marine_bacterium
bn_ASV_000221	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales_SAR116	Puniceispirillales_SAR116	Puniceispirillales_SAR116	uncultured_bacterium
bn_ASV_000063	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales_SAR116	Puniceispirillales_SAR116	Puniceispirillales_SAR116	uncultured_bacterium
bn_ASV_000117	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales_SAR116	Puniceispirillales_SAR116	Puniceispirillales_SAR116	uncultured_bacterium
bn_ASV_000054	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales_SAR116	Puniceispirillales_SAR116	Puniceispirillales_SAR116	uncultured_alpha_proteobacterium
bp_ASV_000032	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales_SAR116	Puniceispirillales_SAR116	Puniceispirillales_SAR116	uncultured_marine_bacterium
bn_ASV_000072	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales_SAR116	Puniceispirillales_SAR116	Puniceispirillales_SAR116	uncultured_bacterium
bn_ASV_000044	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales_SAR116	Puniceispirillales_SAR116	Puniceispirillales_SAR116	uncultured_bacterium
bn_ASV_000062	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales_SAR116	Puniceispirillales_SAR116	Puniceispirillales_SAR116	uncultured_bacterium
bn_ASV_000194	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales_SAR116	Puniceispirillales_SAR116	Puniceispirillales_SAR116	uncultured_marine_bacterium
bn_ASV_000242	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales_SAR116	Puniceispirillales_SAR116	Puniceispirillales_SAR116	unidentified_marine_bacterioplankton
bp_ASV_000221	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales_SAR116	Puniceispirillales_SAR116	Puniceispirillales_SAR116	uncultured_bacterium
bp_ASV_000063	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales_SAR116	Puniceispirillales_SAR116	Puniceispirillales_SAR116	uncultured_bacterium
bp_ASV_000117	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales_SAR116	Puniceispirillales_SAR116	Puniceispirillales_SAR116	uncultured_bacterium
bn_ASV_000161	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales_SAR116	Puniceispirillales_SAR116	Puniceispirillales_SAR116	uncultured_bacterium
bp_ASV_000044	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales_SAR116	Puniceispirillales_SAR116	Puniceispirillales_SAR116	uncultured_bacterium
bn_ASV_000488	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales_SAR116	Puniceispirillales_SAR116	Puniceispirillales_SAR116	uncultured_bacterium
bp_ASV_000072	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales_SAR116	Puniceispirillales_SAR116	Puniceispirillales_SAR116	uncultured_bacterium
bp_ASV_000054	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales_SAR116	Puniceispirillales_SAR116	Puniceispirillales_SAR116	uncultured_alpha_proteobacterium
bp_ASV_000062	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales_SAR116	Puniceispirillales_SAR116	Puniceispirillales_SAR116	uncultured_bacterium
bp_ASV_000242	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales_SAR116	Puniceispirillales_SAR116	Puniceispirillales_SAR116	unidentified_marine_bacterioplankton
bn_ASV_000364	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales_SAR116	Puniceispirillales_SAR116	Puniceispirillales_SAR116	uncultured_marine_bacterium
bn_ASV_000507	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales_SAR116	Puniceispirillales_SAR116	Puniceispirillales_SAR116	uncultured_bacterium
bp_ASV_000194	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales_SAR116	Puniceispirillales_SAR116	Puniceispirillales_SAR116	uncultured_marine_bacterium
bn_ASV_000778	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales_SAR116	Puniceispirillales_SAR116	Puniceispirillales_SAR116	uncultured_bacterium
bp_ASV_000161	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales_SAR116	Puniceispirillales_SAR116	Puniceispirillales_SAR116	uncultured_bacterium
bn_ASV_001369	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales_SAR116	Puniceispirillales_SAR116	Puniceispirillales_SAR116	uncultured_bacterium
bn_ASV_000409	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales_X	Puniceispirillales_X	Puniceispirillales_X	uncultured_bacterium
bn_ASV_000573	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales_X	Puniceispirillales_X	Puniceispirillales_X	uncultured_bacterium
bn_ASV_000124	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_X	Rhodobacteraceae_X	uncultured_bacterium
bn_ASV_000151	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_X	Rhodobacteraceae_X	uncultured_bacterium
bp_ASV_000151	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_X	Rhodobacteraceae_X	uncultured_bacterium
bp_ASV_000124	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_X	Rhodobacteraceae_X	uncultured_bacterium
bn_ASV_000348	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_X	Rhodobacteraceae_X	uncultured_bacterium
bn_ASV_000375	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_X	Rhodobacteraceae_X	uncultured_bacterium
bn_ASV_000302	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_X	Rhodobacteraceae_X	uncultured_bacterium
bn_ASV_000462	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_X	Rhodobacteraceae_X	uncultured_bacterium
bn_ASV_000559	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_X	Rhodobacteraceae_X	uncultured_marine_bacterium
bn_ASV_001858	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_X	Rhodobacteraceae_X	uncultured_marine_bacterium
bn_ASV_000691	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_X	Rhodobacteraceae_X	uncultured_marine_bacterium
bp_ASV_000348	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_X	Rhodobacteraceae_X	uncultured_bacterium
bp_ASV_000375	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_X	Rhodobacteraceae_X	uncultured_bacterium
bn_ASV_000807	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_X	Rhodobacteraceae_X	uncultured_bacterium
bp_ASV_000462	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_X	Rhodobacteraceae_X	uncultured_bacterium
bp_ASV_000302	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_X	Rhodobacteraceae_X	uncultured_bacterium
bn_ASV_000248	nano	Bacteria	Planctomycetes	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula	Rhodopirellula	marine_metagenome
bn_ASV_000024	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	uncultured_bacterium
bn_ASV_000045	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	uncultured_marine_bacterium
bn_ASV_000125	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	uncultured_marine_bacterium
bn_ASV_000022	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	uncultured_marine_bacterium
bn_ASV_000391	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	uncultured_marine_bacterium
bn_ASV_000100	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	uncultured_marine_bacterium
bn_ASV_000146	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	uncultured_marine_bacterium
bp_ASV_000024	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	uncultured_bacterium
bp_ASV_000045	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	uncultured_marine_bacterium
bp_ASV_000125	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	uncultured_marine_bacterium
